,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
318,342,Starship Operators,700,"Drama, Military, Sci-Fi, Space",Unknown,スターシップ・オペレーターズ,TV,13,"Jan 5, 2005 to Mar 30, 2005",Winter 2005,Geneon Universal Entertainment,Geneon Entertainment USA,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3653,4346,13490,39,586,5725,562,668,5949,212.0,472.0,1058.0,1386.0,817.0,472.0,168.0,70.0,30.0,30.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,343,Tsukuyomi: Moon Phase,700,"Comedy, Romance, Vampire, Fantasy, Seinen",Tsukuyomi:Moon Phase,月詠 −MOON PHASE−,TV,25,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Unknown,Funimation,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3657,1896,65203,300,3823,31849,4300,4895,20336,1466.0,2597.0,5628.0,7921.0,4765.0,2652.0,1130.0,474.0,238.0,157.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,346,W: Wish,700,"Drama, Harem, Romance, School, Slice of Life",Double Wish,W 〜ウィッシュ〜,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Unknown,Unknown,"Trinet Entertainment, Picture Magic",Visual novel,12 min. per ep.,PG-13 - Teens 13 or older,7381,4319,13650,16,528,6726,459,643,5294,172.0,224.0,606.0,1186.0,1232.0,820.0,411.0,202.0,95.0,64.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
323,347,Wild Arms: Twilight Venom,700,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",Wild Arms,ワイルドアームズ トワイライトヴェノム,TV,22,"Oct 18, 1999 to Mar 27, 2000",Fall 1999,"Aniplex, WOWOW",ADV Films,Bee Train,Game,24 min. per ep.,PG-13 - Teens 13 or older,5112,5760,6728,15,290,3355,344,458,2281,119.0,174.0,446.0,773.0,555.0,360.0,161.0,55.0,36.0,21.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,348,Binzume Yousei,700,"Comedy, Fantasy, Magic, Slice of Life",Bottle Fairy,瓶詰妖精,TV,13,"Oct 3, 2003 to Dec 26, 2003",Fall 2003,"Hal Film Maker, Genco, Starchild Records",Geneon Entertainment USA,Xebec,Original,13 min. per ep.,G - All Ages,6151,3995,16433,48,591,8775,840,1448,4779,290.0,456.0,1050.0,1865.0,1705.0,1055.0,487.0,219.0,132.0,111.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325,349,Magical Canan,700,"Supernatural, Drama, Magic, Fantasy",Magical Kanan,まじかるカナン,TV,13,"Jan 1, 2005 to Mar 26, 2005",Winter 2005,Unknown,Discotek Media,AIC ASTA,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7413,6789,4439,5,218,1668,153,235,2165,63.0,65.0,134.0,272.0,287.0,203.0,92.0,55.0,37.0,19.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,350,Ojamajo Doremi,800,"Comedy, Magic",Magical DoReMi,おジャ魔女どれみ,TV,51,"Feb 7, 1999 to Jan 30, 2000",Winter 1999,Asahi Broadcasting,4Kids Entertainment,Toei Animation,Original,24 min. per ep.,G - All Ages,2738,2562,39689,491,2031,24758,2011,2175,8714,1659.0,1991.0,3796.0,5293.0,3115.0,1530.0,374.0,173.0,82.0,65.0,Ojamajo Doremi Sharp,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,354,UG☆Ultimate Girls,600,"Comedy, Ecchi, Magic, Sci-Fi",Ultimate Girls,UG☆アルティメットガール,TV,12,"Jan 10, 2005 to Mar 28, 2005",Winter 2005,m.o.e.,Media Blasters,Studio Matrix,Original,14 min. per ep.,R+ - Mild Nudity,9317,5317,8125,4,387,3865,309,663,2901,101.0,110.0,272.0,565.0,665.0,597.0,358.0,223.0,169.0,129.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,355,Shakugan no Shana,800,"Action, Drama, Fantasy, Romance, School, Supernatural",Shakugan no Shana:Season I,灼眼のシャナ,TV,24,"Oct 6, 2005 to Mar 23, 2006",Fall 2005,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate","Funimation, Geneon Entertainment USA",J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1542,279,462389,5502,20116,288718,18461,20836,114258,21748.0,34808.0,62572.0,60971.0,27496.0,13579.0,5359.0,1959.0,977.0,746.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,360,Himiko-den,700,"Adventure, Supernatural, Drama, Fantasy",Legend of Himiko,火魅子伝,TV,12,"Jan 7, 1999 to Apr 1, 1999",Winter 1999,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Central Park Media,Group TAC,Game,23 min. per ep.,PG-13 - Teens 13 or older,7165,6415,5119,4,223,2224,245,308,2119,53.0,76.0,204.0,451.0,421.0,317.0,127.0,56.0,23.0,18.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,369,Boogiepop wa Warawanai,800,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,TV,12,"Jan 5, 2000 to Mar 22, 2000",Winter 2000,"VAP, d-rights",Nozomi Entertainment,Madhouse,Light novel,24 min. per ep.,R+ - Mild Nudity,2899,1477,94052,770,4951,29544,4319,4319,50919,1944.0,3224.0,6077.0,6800.0,3934.0,2037.0,1077.0,418.0,287.0,224.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,370,Burn Up Excess,700,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",Burn Up Excess,バーンナップEXCESS,TV,13,"Dec 12, 1997 to Jul 1, 1998",Winter 1998,AIC,ADV Films,Magic Bus,Original,25 min. per ep.,PG-13 - Teens 13 or older,5634,5063,9241,17,339,5216,351,389,2946,101.0,229.0,608.0,1189.0,946.0,508.0,174.0,72.0,45.0,24.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,375,Bannou Bunka Neko-Musume (1998),700,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",All Purpose Cultural Cat Girl Nuku Nuku TV,万能文化猫娘,TV,12,"Jan 7, 1998 to Mar 25, 1998",Winter 1998,Movic,"ADV Films, Discotek Media",Production Reed,Original,23 min. per ep.,PG-13 - Teens 13 or older,5739,5976,6116,7,241,3006,328,358,2183,93.0,117.0,337.0,685.0,524.0,340.0,135.0,51.0,21.0,24.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,379,Heppoko Jikken Animation Excel♥Saga,800,"Comedy, Parody, Sci-Fi, Shounen",Excel Saga,へっぽこ実験アニメーション エクセル♥サーガ,TV,26,"Oct 8, 1999 to Mar 31, 2000",Fall 1999,Victor Entertainment,"ADV Films, Funimation",J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),1579,1485,93418,947,4732,47372,6872,7352,27090,4318.0,6782.0,11228.0,11001.0,5449.0,2641.0,1374.0,591.0,437.0,396.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
359,383,Galaxy Angel,800,"Comedy, Sci-Fi",Unknown,ギャラクシーエンジェル,TV,24,"Apr 8, 2001 to Sep 30, 2001",Spring 2001,"Bandai Visual, Broccoli, Studio Jack","Nozomi Entertainment, Bandai Entertainment",Madhouse,Game,13 min. per ep.,PG-13 - Teens 13 or older,3525,3343,23998,182,914,12598,1320,1562,7604,545.0,986.0,2144.0,3004.0,1770.0,1050.0,343.0,146.0,66.0,41.0,Galaxy Angel Z,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,384,Gantz,800,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz,ガンツ,TV,13,"Apr 13, 2004 to Jun 22, 2004",Spring 2004,Fuji TV,"ADV Films, Funimation",Gonzo,Manga,22 min. per ep.,R+ - Mild Nudity,3461,491,285300,2353,9722,181377,7381,14073,72747,11551.0,18443.0,32520.0,38335.0,21748.0,11143.0,7134.0,3471.0,2201.0,1830.0,Gantz 2nd Stage,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,385,Gilgamesh,700,"Drama, Fantasy, Sci-Fi, Supernatural",Gilgamesh,ギルガメッシュ,TV,26,"Nov 2, 2003 to Mar 18, 2004",Fall 2003,Kansai Telecasting,ADV Films,"Group TAC, Japan Vistec",Manga,23 min. per ep.,R - 17+ (violence & profanity),5142,2776,33930,173,1543,10972,1831,2730,16854,557.0,935.0,1724.0,2427.0,1782.0,1260.0,791.0,357.0,236.0,176.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,386,H2,800,"Comedy, Sports, Romance, Shounen",Unknown,Ｈ２[エイチ・ツー],TV,41,"Jun 1, 1995 to Mar 21, 1996",Summer 1995,Asahi Broadcasting,Unknown,Production Reed,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2499,5425,7721,24,465,3394,424,362,3076,167.0,305.0,738.0,900.0,420.0,173.0,43.0,21.0,10.0,13.0,H2O: Footprints in the Sand,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,387,Haibane Renmei,800,"Slice of Life, Mystery, Psychological, Drama, Fantasy",Haibane Renmei,灰羽連盟,TV,13,"Oct 10, 2002 to Dec 19, 2002",Fall 2002,"Kadokawa Shoten, Fuji TV, Studio Tulip","Funimation, Geneon Entertainment USA",Radix,Other,24 min. per ep.,PG-13 - Teens 13 or older,548,700,210376,5890,8977,94017,8068,5394,93920,13051.0,18417.0,22070.0,15117.0,6530.0,3230.0,1227.0,460.0,281.0,392.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,388,Capeta,800,"Cars, Shounen, Sports",Unknown,カペタ,TV,52,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,"TV Tokyo, Sotsu, Marvelous, Delfi Sound",Unknown,Studio Comet,Manga,23 min. per ep.,PG - Children,765,3652,20204,240,1064,11499,854,999,5788,1137.0,1743.0,2888.0,2130.0,891.0,385.0,116.0,51.0,23.0,46.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,390,Suzuka,800,"Sports, Drama, Romance, Shounen",Suzuka,涼風,TV,26,"Jul 7, 2005 to Dec 29, 2005",Summer 2005,"Marvelous, Starchild Records, Studio Jack",Funimation,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2698,1397,99851,688,3918,60350,3318,4318,27947,3438.0,6152.0,11826.0,13789.0,7084.0,3588.0,1587.0,617.0,361.0,285.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,392,Yuu☆Yuu☆Hakusho,900,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",Yu Yu Hakusho:Ghost Files,幽☆遊☆白書,TV,112,"Oct 10, 1992 to Jan 7, 1995",Fall 1992,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,127,257,475397,17768,48404,255542,38905,18135,114411,53772.0,64137.0,67564.0,35884.0,10733.0,3923.0,1089.0,424.0,186.0,509.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,396,Seikai no Senki,800,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars,星界の戦旗,TV,13,"Apr 14, 2000 to Jul 14, 2000",Spring 2000,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,987,3069,28349,261,1027,16557,769,592,9404,1322.0,2347.0,3931.0,3142.0,1188.0,523.0,187.0,69.0,29.0,29.0,Seikai no Senki II,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,400,Seihou Bukyou Outlaw Star,800,"Action, Sci-Fi, Adventure, Space, Comedy",Outlaw Star,星方武侠アウトロースター,TV,24,"Jan 9, 1998 to Jun 26, 1998",Winter 1998,"Sotsu, Victor Entertainment","Funimation, Bandai Entertainment",Sunrise,Manga,25 min. per ep.,R+ - Mild Nudity,714,1180,125411,2134,6145,65883,5234,3074,45075,6280.0,11345.0,17141.0,12793.0,4465.0,1807.0,525.0,143.0,87.0,75.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379,403,Hanaukyou Maid-tai,700,"Comedy, Ecchi, Harem, Romance",Unknown,花右京メイド隊,TV,12,"Apr 12, 2001 to Jun 28, 2001",Spring 2001,m.o.e.,Unknown,Daume,Manga,14 min. per ep.,R+ - Mild Nudity,5297,3143,27191,43,1113,17078,789,1164,7047,600.0,859.0,1836.0,3374.0,2691.0,1590.0,712.0,294.0,162.0,89.0,Hanaukyou Maid-tai: La Verite,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,406,Buzzer Beater,700,"Shounen, Sports",Unknown,BUZZER BEATER,TV,13,"Feb 5, 2005 to Apr 30, 2005",Winter 2005,Unknown,Unknown,TMS Entertainment,Web manga,25 min. per ep.,PG-13 - Teens 13 or older,5558,4474,12576,13,413,7603,396,771,3393,233.0,364.0,909.0,1535.0,1266.0,691.0,346.0,151.0,71.0,75.0,Buzzer Beater 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,407,Tantei Gakuen Q,800,"Comedy, Drama, Mystery, Police, Shounen",Detective School Q,探偵学園Q,TV,45,"Apr 15, 2003 to Mar 20, 2004",Spring 2003,"Group TAC, Kodansha",Unknown,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,906,3072,28305,238,1325,14895,1563,1186,9336,1312.0,2098.0,3754.0,3061.0,1185.0,493.0,113.0,45.0,29.0,25.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385,411,Gun x Sword,800,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Gun x Sword,ガン×ソード,TV,26,"Jul 4, 2005 to Dec 26, 2005",Summer 2005,Studio Tulip,"Funimation, Geneon Entertainment USA",AIC ASTA,Original,24 min. per ep.,PG-13 - Teens 13 or older,2441,1894,65323,327,3096,35795,3565,3586,19281,1778.0,3539.0,7385.0,9193.0,4295.0,2147.0,743.0,263.0,128.0,83.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,417,Ragnarök The Animation,700,"Action, Magic, Fantasy",Ragnarok the Animation,RAGNARÖK THE ANIMATION,TV,26,"Apr 7, 2004 to Sep 29, 2004",Spring 2004,Frontier Works,Funimation,G&G Entertainment,Game,24 min. per ep.,PG-13 - Teens 13 or older,6033,2451,42946,120,1530,27148,1745,3412,9111,1128.0,1479.0,3188.0,5671.0,4670.0,3041.0,1646.0,784.0,428.0,275.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394,421,Stratos 4,700,"Comedy, Military, Sci-Fi, Shounen",Unknown,ストラトス・フォー,TV,13,"Jan 5, 2003 to Mar 30, 2003",Winter 2003,Bandai Visual,Bandai Entertainment,Studio Fantasia,Original,23 min. per ep.,PG-13 - Teens 13 or older,5070,4949,9787,27,352,5062,394,496,3483,155.0,262.0,647.0,1186.0,866.0,483.0,194.0,87.0,36.0,15.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
397,424,Dirty Pair,800,"Adventure, Comedy, Police, Sci-Fi",Dirty Pair,ダーティペア,TV,24,"Jul 15, 1985 to Dec 26, 1985",Summer 1985,Studio Nue,Nozomi Entertainment,Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2840,3515,21621,156,1581,5783,1146,750,12361,267.0,518.0,1198.0,1616.0,809.0,364.0,119.0,46.0,21.0,19.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,445,Tales of Eternia The Animation,700,"Adventure, Comedy, Romance, Fantasy",Tales of Eternia,テイルズ オブ エターニア THE ANIMATION,TV,13,"Jan 8, 2001 to Mar 26, 2001",Winter 2001,Unknown,Media Blasters,"Production I.G, Xebec",Game,22 min. per ep.,PG-13 - Teens 13 or older,7283,4145,15127,12,488,7653,568,677,5741,167.0,261.0,714.0,1540.0,1471.0,957.0,455.0,219.0,93.0,60.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
427,456,Gokujou Seitokai,700,"Comedy, School, Slice of Life",Best Student Council,極上生徒会,TV,26,"Apr 7, 2005 to Sep 29, 2005",Spring 2005,Konami,ADV Films,J.C.Staff,Original,25 min. per ep.,PG-13 - Teens 13 or older,3844,3955,16907,63,814,7361,929,1132,6671,351.0,533.0,1147.0,1808.0,1113.0,698.0,268.0,111.0,58.0,35.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,457,Mushishi,900,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Mushi-Shi,蟲師,TV,26,"Oct 23, 2005 to Jun 19, 2006",Fall 2005,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,45,167,620736,23066,55482,235371,42786,20017,267080,65961.0,64493.0,51656.0,24255.0,8603.0,4064.0,1486.0,573.0,301.0,760.0,Mushishi Zoku Shou,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,470,Okusama wa Joshikousei (TV),700,"Slice of Life, Comedy, Romance, Drama",My Wife is a High School Girl,おくさまは女子高生,TV,13,"Jul 2, 2005 to Sep 24, 2005",Summer 2005,Unknown,Unknown,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6686,3439,22526,40,1167,11579,779,1291,7710,364.0,488.0,1306.0,2247.0,2055.0,1352.0,660.0,300.0,195.0,163.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,472,To Heart,700,"Drama, Harem, Romance, School, Slice of Life",To Heart,トゥハート,TV,13,"Apr 2, 1999 to Jun 25, 1999",Spring 1999,KSS,Nozomi Entertainment,OLM,Visual novel,25 min. per ep.,PG - Children,5397,3436,22561,43,893,10962,895,1167,8644,351.0,512.0,1401.0,2454.0,1849.0,1206.0,503.0,169.0,102.0,66.0,To Heart 2,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,473,Tide-Line Blue,700,"Action, Military, Adventure, Drama, Shounen",Unknown,タイドライン・ブルー,TV,12,"Jul 7, 2005 to Sep 29, 2005",Summer 2005,"Bandai Visual, TV Asahi, Lantis",Bandai Entertainment,Telecom Animation Film,Original,23 min. per ep.,PG-13 - Teens 13 or older,5108,5871,6422,10,256,3382,272,333,2179,79.0,154.0,466.0,826.0,617.0,348.0,115.0,39.0,20.0,11.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
448,477,Aria the Animation,800,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the Animation,ARIA The ANIMATION,TV,13,"Oct 6, 2005 to Dec 29, 2005",Fall 2005,"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,Manga,24 min. per ep.,G - All Ages,1051,1151,127878,1891,6842,46214,6841,5312,62669,5008.0,7077.0,11287.0,9312.0,4500.0,2263.0,892.0,368.0,187.0,274.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,478,Sousei no Aquarion,800,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",Aquarion,創聖のアクエリオン,TV,26,"Apr 5, 2005 to Sep 27, 2005",Spring 2005,"Media Factory, Bandai, Tohokushinsha Film Corporation",Funimation,"Satelight, Production Reed",Original,24 min. per ep.,PG-13 - Teens 13 or older,3150,1857,66799,348,2964,36694,2516,3405,21220,2053.0,3081.0,6187.0,8194.0,4576.0,2398.0,1097.0,420.0,250.0,164.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,479,Ueki no Housoku,800,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",The Law of Ueki,うえきの法則,TV,51,"Apr 4, 2005 to Mar 27, 2006",Spring 2005,"Shogakukan-Shueisha Productions, Funimation, Studio Izena, Studio Tulip, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,910,1424,97521,879,5228,51123,4790,4889,31491,4399.0,7524.0,12730.0,10517.0,4018.0,1944.0,653.0,283.0,119.0,113.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,485,Damekko Doubutsu,800,"Slice of Life, Comedy",Unknown,だめっこどうぶつ,TV,26,"Jan 17, 2005 to Feb 21, 2005",Winter 2005,"SKY Perfect Well Think, Kids Station, Takeshobo",Unknown,Magic Bus,4-koma manga,5 min. per ep.,G - All Ages,2368,4902,9986,58,379,6243,452,567,2345,453.0,708.0,1184.0,1325.0,828.0,404.0,142.0,48.0,23.0,21.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,488,Ichigo Mashimaro,800,"Slice of Life, Comedy",Strawberry Marshmallow,苺ましまろ,TV,12,"Jul 15, 2005 to Oct 14, 2005",Summer 2005,"TBS, Movic","Sentai Filmworks, Geneon Entertainment USA",Daume,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1127,1796,71069,756,3121,34913,2360,1960,28715,2683.0,4887.0,8596.0,7357.0,3079.0,1300.0,386.0,160.0,71.0,56.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,495,Bakuretsu Hunters,700,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",Sorcerer Hunters,爆れつハンター,TV,26,"Oct 3, 1995 to Mar 26, 1996",Fall 1995,"Sotsu, Movic, TV Tokyo Music","ADV Films, Discotek Media",Xebec,Manga,25 min. per ep.,R - 17+ (violence & profanity),4842,3923,17085,43,986,7167,955,1136,6841,246.0,465.0,986.0,1790.0,1222.0,743.0,297.0,113.0,65.0,43.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,497,Yami to Boushi to Hon no Tabibito,700,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai","Yamibo:Darkness, The Hat and the Travelers of the Books",ヤミと帽子と本の旅人,TV,13,"Oct 2, 2003 to Dec 25, 2003",Fall 2003,Unknown,Media Blasters,Studio Deen,Visual novel,24 min. per ep.,R+ - Mild Nudity,5512,3257,25315,105,1134,11586,1092,1526,9977,519.0,740.0,1467.0,2463.0,1943.0,1184.0,660.0,304.0,134.0,127.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,501,Doraemon,800,"Adventure, Comedy, Fantasy, Kids, Shounen",Unknown,ドラえもん,TV,26,"Apr 1, 1973 to Sep 30, 1973",Spring 1973,Unknown,Unknown,Unknown,Manga,25 min. per ep.,PG - Children,2078,4037,16163,163,619,11608,639,1035,2262,1274.0,977.0,1826.0,2389.0,1332.0,651.0,192.0,73.0,48.0,53.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,508,Tottoko Hamtarou,700,"Adventure, Comedy, Kids",Hamtaro,とっとこハム太郎,TV,296,"Jul 7, 2000 to Mar 31, 2006",Summer 2000,"TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",VIZ Media,TMS Entertainment,Manga,25 min. per ep.,G - All Ages,3758,2359,46407,239,1810,24527,3994,9812,6264,2097.0,1795.0,3745.0,6509.0,4994.0,3043.0,922.0,414.0,213.0,184.0,Tottoko Hamtarou Hai!,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,509,I My Me! Strawberry Eggs,700,"Comedy, Drama, Romance, School, Slice of Life",I My Me! Strawberry Eggs,あぃまぃみぃ！ストロベリー・エッグ,TV,13,"Jul 4, 2001 to Sep 26, 2001",Summer 2001,"Pioneer LDC, Toshiba Digital Frontiers",Geneon Entertainment USA,TNK,Original,25 min. per ep.,PG-13 - Teens 13 or older,4416,2808,33300,102,914,23157,944,1430,6855,843.0,1589.0,3401.0,5118.0,3478.0,2038.0,796.0,311.0,201.0,154.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,518,Mahou no Princess Minky Momo,700,"Magic, Shoujo",Magical Princess Minky Momo,魔法のプリンセス　ミンキーモモ,TV,63,"Mar 18, 1982 to May 26, 1983",Spring 1982,Unknown,Unknown,Production Reed,Original,23 min. per ep.,G - All Ages,4716,6164,5625,20,301,1871,322,346,2785,103.0,104.0,222.0,421.0,345.0,188.0,58.0,26.0,11.0,13.0,Mahou no Princess Minky Momo: Yume wo Dakishimete,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
486,519,Mahoraba: Heartful days,800,"Comedy, Drama, Romance, Shounen",Unknown,まほらば ~Heartful days~,TV,26,"Jan 10, 2005 to Jun 27, 2005",Winter 2005,"Starchild Records, TV Tokyo Music",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2162,3486,22090,103,926,12201,872,962,7129,618.0,1227.0,2467.0,2714.0,1370.0,653.0,226.0,68.0,42.0,33.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,521,Mermaid Melody Pichi Pichi Pitch,800,"Adventure, Music, Comedy, Magic, Romance, Shoujo",Mermaid Melody:Pichi Pichi Pitch,マーメイドメロディー ぴちぴちピッチ,TV,52,"Apr 5, 2003 to Mar 27, 2004",Spring 2003,Synergy Japan,ADV Films,"Actas, SynergySP",Manga,24 min. per ep.,PG - Children,3499,2024,59222,850,2294,42456,2485,3990,7997,3161.0,3191.0,5599.0,8411.0,5686.0,3357.0,1159.0,495.0,324.0,229.0,Mermaid Melody Pichi Pichi Pitch Pure,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492,525,Otogizoushi,700,"Adventure, Drama, Fantasy, Historical",Otogi Zoshi:The Legend of Magatama,お伽草子,TV,26,"Jul 7, 2004 to Mar 30, 2005",Summer 2004,"VAP, Nippon Television Network",Media Blasters,Production I.G,Original,23 min. per ep.,PG-13 - Teens 13 or older,3711,4143,15131,45,801,4203,876,940,8311,189.0,338.0,877.0,1171.0,765.0,409.0,157.0,57.0,22.0,27.0,Hanyou no Yashahime: Sengoku Otogizoushi,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
