,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
13533,36288,Glamorous Heroes,500,"Action, Game",Glamorous Heroes,グラマラスヒーローズ,TV,10,"Oct 7, 2017 to Dec 9, 2017",Fall 2017,Shanghai Jump Network Technology,Unknown,drop,Game,5 min. per ep.,PG-13 - Teens 13 or older,10909,7062,4043,3,381,542,130,343,2647,17.0,3.0,14.0,36.0,44.0,94.0,74.0,71.0,72.0,60.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,546,Wind: A Breath of Heart (TV),600,"Drama, Romance, School, Supernatural",Unknown,Wind -a breath of heart-,TV,13,"Jun 30, 2004 to Sep 22, 2004",Summer 2004,"Frontier Works, Rondo Robe",Unknown,Radix,Visual novel,12 min. per ep.,PG-13 - Teens 13 or older,8243,4861,10151,7,405,4901,354,433,4058,112.0,151.0,393.0,842.0,833.0,607.0,336.0,167.0,113.0,63.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6825,12771,Youyou no Neko Tsumami,0,"Slice of Life, Comedy",Unknown,ヨーヨーの猫つまみ,TV,130,"Mar 30, 1992 to Sep 25, 1992",Spring 1992,Nippon Television Network,Unknown,"Visual 80, Telescreen",Unknown,5 min. per ep.,G - All Ages,13017,13877,267,0,14,72,8,61,112,4.0,2.0,2.0,6.0,3.0,13.0,2.0,2.0,2.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6133,10257,Pretty Rhythm: Aurora Dream,800,"Slice of Life, Sports, Music, Shoujo",Unknown,プリティーリズム オーロラドリーム,TV,51,"Apr 9, 2011 to Mar 31, 2012",Spring 2011,Unknown,Unknown,Tatsunoko Production,Game,23 min. per ep.,PG - Children,2071,3964,16907,169,1184,8022,948,1259,5494,747.0,786.0,1396.0,1692.0,914.0,516.0,210.0,97.0,54.0,38.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1566,1726,Devil May Cry,700,"Action, Demons, Fantasy",Devil May Cry,デビル メイ クライ,TV,12,"Jun 14, 2007 to Sep 6, 2007",Summer 2007,"WOWOW, Media Factory, Capcom, Showgate","ADV Films, Funimation",Madhouse,Game,24 min. per ep.,R - 17+ (violence & profanity),3699,563,260197,1733,9575,183192,8452,11800,47178,11499.0,15130.0,28430.0,40647.0,26037.0,14294.0,6513.0,2662.0,1315.0,807.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6711,12191,Smile Precure!,700,"Action, Magic, Fantasy, Shoujo",Glitter Force,スマイルプリキュア,TV,48,"Feb 5, 2012 to Jan 27, 2013",Winter 2012,Saban Brands,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,4731,3128,27528,299,2428,14434,1898,2467,6301,1038.0,1169.0,2009.0,3119.0,2304.0,1827.0,746.0,368.0,243.0,206.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
838,925,Transformers: The☆Headmasters,700,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen",Transformers The Headmasters,トランスフォーマー ザ☆ヘッドマスターズ,TV,35,"Jul 3, 1987 to Mar 28, 1988",Summer 1987,Unknown,Unknown,Toei Animation,Other,23 min. per ep.,PG - Children,6197,7764,3076,6,139,1875,138,180,744,78.0,102.0,159.0,393.0,338.0,204.0,81.0,38.0,22.0,17.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8453,21447,Meitantei Rascal,0,"Adventure, Mystery, Kids",Unknown,めいたんてい ラスカル,TV,12,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,"Opera House, On-Lead",Unknown,Nippon Animation,Unknown,5 min. per ep.,PG - Children,15504,13071,342,1,25,96,12,66,143,7.0,Unknown,8.0,4.0,17.0,13.0,11.0,7.0,3.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,169,Shingetsutan Tsukihime,700,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,真月譚 月姫,TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970,1086,135721,654,5080,77659,3687,4104,45191,3795.0,6704.0,13229.0,16972.0,9908.0,5351.0,2881.0,1453.0,933.0,895.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11233,32094,Reikenzan: Hoshikuzu-tachi no Utage,800,"Comedy, Magic, Fantasy",Unknown,霊剣山 星屑たちの宴,TV,12,"Jan 9, 2016 to Mar 26, 2016",Winter 2016,"Haoliners Animation League, Tencent Animation & Comics",Unknown,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3170,1719,77012,169,5951,42400,2189,3696,22776,1707.0,2962.0,7288.0,10128.0,4969.0,2279.0,1003.0,396.0,179.0,158.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13505,36245,Evil or Live,600,"Psychological, School",Evil or Live,EVIL OR LIVE,TV,12,"Oct 11, 2017 to Jan 2, 2018",Fall 2017,Emon,Unknown,Haoliners Animation League,Web manga,23 min. per ep.,R - 17+ (violence & profanity),8751,1964,62247,90,4660,29584,1722,8304,17977,1012.0,1221.0,2712.0,4867.0,5348.0,3876.0,3068.0,1806.0,1466.0,1117.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9022,23787,Hi☆sCoool! SeHa Girls,700,"Comedy, Game",Hi☆sCoool! SeHa Girls,Hi☆sCoool! セハガール,TV,13,"Oct 8, 2014 to Dec 24, 2014",Fall 2014,Sega,Discotek Media,TMS Entertainment,Other,11 min. per ep.,PG-13 - Teens 13 or older,5860,4802,10523,48,601,5469,479,1097,2877,264.0,305.0,700.0,1149.0,1035.0,635.0,323.0,166.0,102.0,81.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17561,48492,Scarlet Nexus,0,"Action, Fantasy",Unknown,SCARLET NEXUS,TV,Unknown,"Jul, 2021 to ?",Summer 2021,Bandai Namco Arts,Unknown,Sunrise,Game,Unknown,Unknown,0,17563,310,0,4,0,1,1,304,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13318,35928,Devils Line,700,"Action, Drama, Romance, Seinen, Supernatural, Vampire",Devils' Line,デビルズライン,TV,12,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,"Kodansha, King Records",Sentai Filmworks,Platinum Vision,Manga,24 min. per ep.,R - 17+ (violence & profanity),4484,910,164432,1103,14955,78637,4683,13787,52370,4786.0,5754.0,10870.0,17399.0,12625.0,6964.0,4056.0,1800.0,1095.0,775.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4619,6511,Chou Seimeitai Transformers Beast Wars Neo,700,"Action, Adventure, Space, Mecha, Shounen",Beast Wars Neo,超生命体トランスフォーマー ビーストウォーズ・ネオ,TV,35,"Feb 3, 1999 to Sep 29, 1999",Winter 1999,Unknown,Unknown,Production Reed,Unknown,23 min. per ep.,PG - Children,6156,8701,2095,2,78,1137,72,151,657,43.0,56.0,116.0,193.0,177.0,109.0,44.0,20.0,17.0,12.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11386,32483,Cheer Danshi!!,700,"Sports, Drama, School",Cheer Boys!!,チア男子!!,TV,12,"Jul 5, 2016 to Sep 27, 2016",Summer 2016,"Bandai Visual, Lantis, Nihon Ad Systems, Tokyo MX, Shueisha, Sony PCL",Funimation,Brain's Base,Novel,24 min. per ep.,PG-13 - Teens 13 or older,4850,2163,53460,112,4896,25006,3126,5902,14530,936.0,1477.0,3553.0,6276.0,4680.0,2694.0,1108.0,402.0,180.0,132.0,,No Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5694,9289,Hanasaku Iroha,800,"Slice of Life, Comedy, Drama",Hanasaku Iroha:Blossoms for Tomorrow,花咲くいろは,TV,26,"Apr 3, 2011 to Sep 25, 2011",Spring 2011,"Bandai Visual, Sotsu, Yomiuri Telecasting, Lantis, Pony Canyon, Showgate, Infinite","NIS America, Inc.",P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,607,538,266837,2387,16472,126092,11529,9481,103263,11761.0,23754.0,37316.0,22861.0,8266.0,3299.0,1035.0,345.0,173.0,193.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5567,8915,Dantalian no Shoka,800,"Action, Mystery, Historical, Supernatural",The Mystic Archives of Dantalian,ダンタリアンの書架,TV,12,"Jul 16, 2011 to Oct 1, 2011",Summer 2011,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo, Dwango",Funimation,Gainax,Light novel,25 min. per ep.,R - 17+ (violence & profanity),2521,1173,126249,521,6489,62879,5758,6523,44600,3212.0,5921.0,12745.0,15602.0,8063.0,3669.0,1346.0,428.0,199.0,132.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8207,20023,Otanoshimi Anime Gekijou,0,Comedy,Unknown,おたのしみアニメ劇場,TV,26,"Apr 5, 1970 to Sep 27, 1970",Spring 1970,"Fuji TV, Studio Zero",Unknown,Unknown,Unknown,54 min. per ep.,G - All Ages,11431,14531,223,0,13,63,4,64,79,7.0,Unknown,6.0,5.0,4.0,4.0,1.0,2.0,1.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3050,3460,Bosco Daibouken,700,"Kids, Adventure, Fantasy",Bosco Adventure,ボスコアドベンチャー,TV,26,"Oct 6, 1986 to Mar 30, 1987",Fall 1986,Unknown,Unknown,Nippon Animation,Book,25 min. per ep.,PG - Children,3809,9868,1305,7,52,645,70,122,416,50.0,43.0,107.0,136.0,83.0,40.0,21.0,6.0,4.0,5.0,,No Sequel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,916,Tokkou,700,"Action, Mystery, Comedy, Horror, Police, Supernatural, Seinen",Tokko,TOKKÔ[特公],TV,13,"Apr 16, 2006 to Jul 30, 2006",Spring 2006,"WOWOW, Shochiku",Manga Entertainment,"AIC Spirits, Group TAC",Manga,24 min. per ep.,R - 17+ (violence & profanity),5474,2538,40071,119,1347,24789,1151,1718,11066,869.0,1608.0,3244.0,5334.0,3998.0,2365.0,1295.0,587.0,297.0,201.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9095,24133,Taimadou Gakuen 35 Shiken Shoutai,700,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",AntiMagic Academy 35th Test Platoon,対魔導学園35試験小隊,TV,12,"Oct 8, 2015 to Dec 24, 2015",Fall 2015,"KlockWorx, MAGES., Glovision, Kadokawa Media House, Kadokawa, Heiwa",Discotek Media,SILVER LINK.,Light novel,23 min. per ep.,R - 17+ (violence & profanity),4037,603,239275,455,15093,156663,5957,9921,51641,5518.0,8806.0,22994.0,38999.0,22466.0,10997.0,4470.0,1852.0,810.0,466.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13518,36266,Mahou Shoujo Site,700,"Drama, Horror, Psychological, Supernatural",Magical Girl Site,魔法少女サイト,TV,12,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,Sotsu,Unknown,production doA,Manga,24 min. per ep.,R - 17+ (violence & profanity),5995,975,152026,844,15293,70903,5056,13031,47743,3568.0,4533.0,9505.0,16130.0,12629.0,6725.0,4456.0,2533.0,1580.0,1426.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
642,690,Kyuuketsuhime Miyu (TV),800,"Action, Horror, Demons, Drama, Vampire, Shoujo",Vampire Princess Miyu,吸血姫美夕,TV,26,"Oct 6, 1997 to Mar 30, 1998",Fall 1997,Studio Jack,"Tokyopop, Maiden Japan",AIC,Manga,25 min. per ep.,R - 17+ (violence & profanity),2998,2873,31840,188,1794,12090,2049,1963,13944,784.0,1124.0,2269.0,3071.0,1809.0,967.0,372.0,126.0,58.0,59.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10004,29401,Shiritori Oukoku,0,Kids,Unknown,しりとり王国,TV,3,"Feb 18, 2008 to Nov 17, 2008",Winter 2008,NHK,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,12012,15815,146,0,10,42,6,45,43,5.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,6.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8838,23079,Glasslip,600,"Romance, Slice of Life, Supernatural",Glasslip,グラスリップ,TV,13,"Jul 3, 2014 to Sep 25, 2014",Summer 2014,"Sotsu, Lantis, Pony Canyon, Showgate, Infinite",Sentai Filmworks,P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,9818,1021,144554,214,7836,81795,5213,19232,30478,1924.0,2785.0,6454.0,12430.0,13558.0,11921.0,9575.0,6002.0,4275.0,3350.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4004,5184,Negibouzu no Asatarou,0,"Adventure, Comedy, Historical",Unknown,ねぎぼうずのあさたろう,TV,48,"Oct 12, 2008 to Sep 27, 2009",Fall 2008,Unknown,Unknown,Toei Animation,Picture book,20 min. per ep.,Unknown,11076,13683,281,0,22,55,9,58,137,6.0,1.0,Unknown,12.0,6.0,3.0,4.0,1.0,3.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,343,Tsukuyomi: Moon Phase,700,"Comedy, Romance, Vampire, Fantasy, Seinen",Tsukuyomi:Moon Phase,月詠 −MOON PHASE−,TV,25,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Unknown,Funimation,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3657,1896,65203,300,3823,31849,4300,4895,20336,1466.0,2597.0,5628.0,7921.0,4765.0,2652.0,1130.0,474.0,238.0,157.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11991,33654,Hitorijime My Hero,800,"Drama, Romance, School, Shounen Ai, Slice of Life",Hitorijime My Hero,ひとりじめマイヒーロー,TV,12,"Jul 8, 2017 to Sep 23, 2017",Summer 2017,"Sotsu, AT-X, Tokyo MX, Avex Pictures, Q-Tec, Docomo Anime Store, Marine Entertainment, Kanon Sound, Contents Seed, Ichijinsha, BS NTV",Sentai Filmworks,Encourage Films,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1867,1373,102536,1118,7367,63849,2446,4487,24387,5752.0,6587.0,11350.0,13325.0,6672.0,3378.0,1316.0,548.0,301.0,255.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3349,3881,Majokko Tickle,700,"Magic, Comedy, Shoujo",Unknown,魔女っ子チックル,TV,45,"Mar 6, 1978 to Jan 29, 1979",Spring 1978,Unknown,Unknown,Toei Animation,Unknown,24 min. per ep.,G - All Ages,7701,10522,970,3,59,320,43,101,447,12.0,7.0,26.0,47.0,53.0,46.0,22.0,7.0,5.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3141,3573,Moegaku★5,0,"Magic, Parody",Unknown,もえがく★５,TV,40,"Jan 14, 2008 to Mar 3, 2008",Winter 2008,Unknown,Unknown,AIC Spirits,Unknown,7 min. per ep.,G - All Ages,15608,10711,889,0,51,159,48,138,493,10.0,3.0,7.0,28.0,28.0,34.0,9.0,13.0,15.0,12.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8485,21561,Ryuugajou Nanana no Maizoukin (TV),800,"Adventure, Comedy, Mystery, Supernatural",Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,TV,11,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,"Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2815,762,195516,315,11301,110062,5664,6817,61672,4030.0,8737.0,22663.0,28465.0,13087.0,5987.0,2197.0,772.0,345.0,218.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3389,Bus Gamer,700,Action,Unknown,BUS GAMER,TV,3,"Mar 14, 2008 to Mar 29, 2008",Winter 2008,"Frontier Works, Sotsu, Studio Izena",Unknown,Anpro,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5662,3277,25017,44,431,18517,418,627,5024,616.0,1157.0,2328.0,3603.0,2949.0,1831.0,893.0,434.0,197.0,131.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
598,636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,700,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen",Jubei-chan 2:The Counterattack of Siberia Yagyu,十兵衛ちゃん2 ～シベリア柳生の逆襲～,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,TV Tokyo Music,Geneon Entertainment USA,Madhouse,Original,25 min. per ep.,PG-13 - Teens 13 or older,4166,5069,9198,23,304,5127,326,292,3149,182.0,326.0,761.0,1131.0,695.0,361.0,145.0,47.0,47.0,28.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7012,13599,Robotics;Notes,800,"Sci-Fi, Mystery, Drama, Mecha, School",Robotics;Notes,ロボティクス・ノーツ,TV,22,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,"Aniplex, Fuji TV, Nitroplus, Sony Music Entertainment, Fujipacific Music, MAGES.",Funimation,Production I.G,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,2098,937,157614,587,8576,81365,6707,6787,54179,4149.0,9335.0,18784.0,19814.0,9352.0,4257.0,1814.0,640.0,256.0,174.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6118,10224,Uchuu Majin Daikengou,700,"Action, Sci-Fi, Adventure, Space, Mecha",Unknown,宇宙魔神ダイケンゴー,TV,26,"Jul 27, 1978 to Feb 15, 1979",Summer 1978,TV Asahi,Unknown,"Toei Animation, Studio Nue",Original,24 min. per ep.,PG-13 - Teens 13 or older,7884,11068,772,3,41,217,38,101,375,12.0,7.0,14.0,42.0,39.0,23.0,14.0,9.0,10.0,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759,840,Narue no Sekai,700,"Comedy, Romance, Sci-Fi",The World of Narue,成恵の世界,TV,12,"Apr 5, 2003 to Jun 28, 2003",Spring 2003,"Lantis, Media Factory, Pony Canyon, Imagica","ADV Films, Central Park Media",Studio Live,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5403,4014,16213,26,697,8721,566,634,5595,234.0,372.0,1007.0,2022.0,1570.0,910.0,279.0,123.0,65.0,36.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2961,3325,Yuusha Exkaiser,700,"Action, Mecha, Sci-Fi, Shounen",The Brave Fighter Exkizer,勇者エクスカイザー,TV,48,"Feb 3, 1990 to Jan 26, 1991",Winter 1990,Nagoya Broadcasting Network,Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,5729,9217,1718,8,129,494,98,129,868,34.0,25.0,56.0,110.0,79.0,45.0,33.0,6.0,10.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16399,40850,Breakers,700,Sports,Breakers,ブレーカーズ,TV,16,"Jan 7, 2020 to May 26, 2020",Winter 2020,"NHK, NHK Enterprises",Unknown,Albacrow,Original,8 min. per ep.,PG-13 - Teens 13 or older,6621,5351,8021,9,1126,2158,404,1369,2964,102.0,98.0,259.0,575.0,598.0,409.0,202.0,93.0,53.0,43.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5828,9562,Tachumaru Gekijou,0,"Comedy, Parody",Unknown,たちゅまる劇場,TV,26,"Oct 4, 2010 to Mar 29, 2011",Fall 2010,Unknown,Unknown,Tatsunoko Production,Unknown,25 min. per ep.,Unknown,12326,13956,262,2,20,53,8,70,111,7.0,Unknown,2.0,2.0,4.0,6.0,3.0,1.0,Unknown,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,509,I My Me! Strawberry Eggs,700,"Comedy, Drama, Romance, School, Slice of Life",I My Me! Strawberry Eggs,あぃまぃみぃ！ストロベリー・エッグ,TV,13,"Jul 4, 2001 to Sep 26, 2001",Summer 2001,"Pioneer LDC, Toshiba Digital Frontiers",Geneon Entertainment USA,TNK,Original,25 min. per ep.,PG-13 - Teens 13 or older,4416,2808,33300,102,914,23157,944,1430,6855,843.0,1589.0,3401.0,5118.0,3478.0,2038.0,796.0,311.0,201.0,154.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6380,10798,Un-Go,800,"Mystery, Supernatural",Un-Go,UN-GO アン ゴ,TV,11,"Oct 14, 2011 to Dec 23, 2011",Fall 2011,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Sentai Filmworks,Bones,Novel,24 min. per ep.,R - 17+ (violence & profanity),1916,1149,128732,628,5903,64941,4692,5738,47458,3468.0,7295.0,14298.0,14938.0,6991.0,3232.0,1260.0,458.0,216.0,151.0,,No Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4260,5658,Great Mazinger,800,"Action, Mecha, Sci-Fi, Shounen",Unknown,グレートマジンガー,TV,56,"Sep 8, 1974 to Sep 26, 1975",Fall 1974,Dynamic Planning,Discotek Media,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3387,6928,4232,15,215,2142,204,183,1488,131.0,173.0,318.0,502.0,272.0,146.0,43.0,11.0,7.0,13.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8250,20201,Easy Cooking Animation: Seishun no Shokutaku,0,Comedy,Unknown,EASY COOKING ANIMATION セイシュンの食卓,TV,25,"Jul 5, 1989 to Jan 31, 1990",Summer 1989,Kitty Films,Unknown,Madhouse,Unknown,3 min. per ep.,G - All Ages,13886,13857,270,0,10,65,7,67,121,6.0,Unknown,3.0,2.0,2.0,9.0,7.0,1.0,3.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1116,1224,Aquarian Age: Sign for Evolution,700,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",Aquarian Age:Sign for Evolution,アクエリアンエイジ Sign for Evolution,TV,13,"Jan 11, 2002 to Mar 29, 2002",Winter 2002,Broccoli,ADV Films,Madhouse,Card game,24 min. per ep.,PG-13 - Teens 13 or older,7679,4575,11838,17,462,5422,536,827,4591,104.0,197.0,454.0,945.0,1006.0,755.0,358.0,141.0,79.0,61.0,,No Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7308,15731,Tamayura: More Aggressive,800,"Comedy, Drama, Slice of Life",Unknown,たまゆら ～もあぐれっしぶ～,TV,12,"Jul 3, 2013 to Sep 18, 2013",Summer 2013,RAY,Unknown,TYO Animations,Original,24 min. per ep.,G - All Ages,1416,3966,16863,57,868,7720,621,565,7089,587.0,1011.0,1768.0,1650.0,728.0,320.0,118.0,34.0,10.0,18.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10635,30736,Shingeki no Bahamut: Virgin Soul,800,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Rage of Bahamut:Virgin Soul,神撃のバハムート VIRGIN SOUL,TV,24,"Apr 8, 2017 to Sep 30, 2017",Spring 2017,Cygames,Unknown,MAPPA,Card game,24 min. per ep.,R - 17+ (violence & profanity),1663,792,188396,871,20897,83837,8007,7952,67703,6013.0,10308.0,20731.0,19175.0,8328.0,3655.0,1894.0,693.0,315.0,296.0,,No Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7221,15109,Cuticle Tantei Inaba,800,"Action, Mystery, Comedy, Supernatural, Shounen",Cuticle Detective Inaba,キューティクル探偵因幡,TV,12,"Jan 4, 2013 to Mar 22, 2013",Winter 2013,"Frontier Works, Media Factory, AT-X, Showgate, BIGLOBE",Sentai Filmworks,Zexcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2345,1598,84572,395,5188,39448,3597,6501,29838,2885.0,3986.0,7345.0,8546.0,4662.0,2454.0,1207.0,561.0,335.0,251.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4896,7088,Ichiban Ushiro no Daimaou,700,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School",Demon King Daimao,いちばんうしろの大魔王,TV,12,"Apr 3, 2010 to Jun 19, 2010",Spring 2010,"Marvelous, Hobby Japan, Delfi Sound",Sentai Filmworks,Artland,Light novel,23 min. per ep.,R+ - Mild Nudity,4094,333,400743,1198,13870,319770,6044,10167,50892,13964.0,22247.0,46094.0,68585.0,43348.0,23497.0,10816.0,4555.0,2351.0,1403.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6919,13185,Juusen Battle Monsuno,700,"Action, Adventure",Monsuno:World Master,獣旋バトル モンスーノ,TV,52,"Oct 3, 2012 to Sep 25, 2013",Fall 2012,"TV Tokyo, Dentsu, Dentsu Tec",Dentsu Entertainment USA,Larx Entertainment,Unknown,22 min. per ep.,PG - Children,6848,6333,5356,15,437,2404,340,603,1572,142.0,113.0,264.0,464.0,502.0,353.0,175.0,91.0,46.0,45.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2246,2451,Space Cobra,800,"Action, Adventure, Sci-Fi, Space",Space Adventure Cobra,スペースコブラ,TV,31,"Oct 7, 1982 to May 19, 1983",Fall 1982,Fuji TV,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,R+ - Mild Nudity,995,4046,16026,208,1037,6165,813,561,7450,768.0,823.0,1545.0,1264.0,525.0,233.0,65.0,30.0,19.0,24.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,222,Mezzo DSA,700,"Action, Adventure, Comedy, Mystery, Sci-Fi",Unknown,メゾ,TV,13,"Jan 4, 2004 to Mar 28, 2004",Winter 2004,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures","ADV Films, Sentai Filmworks",Arms,Original,25 min. per ep.,R+ - Mild Nudity,5005,3924,17246,33,712,9251,774,957,5552,269.0,491.0,1265.0,2223.0,1573.0,890.0,378.0,139.0,70.0,53.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
